,Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
2198,C24H33FO6,436.5136,27434,0.0,NCGC00023234-05,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12890>,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,C24H30F2O6,452.4882,20674,0.0,NCGC00021301-06,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12970>,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,C21H30O4,346.4605,2474,0.0,NCGC00022472-10,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12a50>,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2201,C17H20N2O2,284.3529,25220,0.0,NCGC00016065-11,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12b30>,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,C10H15N5O3,253.2578,26491,0.0,NCGC00263533-01,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12c10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,C9H13N5O4,255.2306,21032,0.0,NCGC00015471-08,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12cf0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,C4H11NO3,121.135,3723,0.0,NCGC00159412-04,NC(CO)(CO)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12dd0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,C19H24N2O6,376.4037,25597,0.0,NCGC00185990-04,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b12eb0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,C10H14N4O4,254.2426,2975,0.0,NCGC00018099-09,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17040>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,C35H44I6N6O15,1550.1819,25523,0.0,NCGC00179408-03,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17120>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,C18H24I3N3O8,791.1119,28643,0.0,NCGC00182070-03,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17200>,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2209,C18H24I3N3O9,807.1113,25521,0.0,NCGC00179364-03,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17350>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,C7H12O4,160.1678,31570,0.0,NCGC00262962-01,C=C(C)C(=O)OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b174a0>,,0.0,,,,,,,,,
2211,C11H22O4,218.29,22006,0.0,NCGC00166144-03,CCCCCCCC(=O)OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17580>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,C10H14O3,182.2164,3254,0.0,NCGC00094908-06,Cc1ccccc1OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17660>,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2213,C10H14O4,198.2158,3114,0.0,NCGC00094689-06,COc1ccccc1OCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17740>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2214,C3H8O2S,108.1594,26512,0.0,NCGC00165973-02,OCC(O)CS,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17820>,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,C13H21NO3,239.3107,1255,0.0,NCGC00015955-16,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17900>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,C7H6Cl2O,177.0279,21362,0.0,NCGC00181337-03,OCc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7fad08b179e0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,C7H8O2,124.1372,25843,0.0,NCGC00094779-05,OCc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17ac0>,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2218,C6H7NO,109.1259,26531,0.0,NCGC00166075-02,OCc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17ba0>,,1.0,,,,,,,,,
2219,C6H7NO,109.1259,3367,0.0,NCGC00159400-07,OCc1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17c80>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,C25H43NO18,645.6048,26034,0.0,NCGC00160515-02,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17d60>,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2221,C22H23ClN6O,422.9106,3227,0.0,NCGC00095125-05,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17e40>,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0
2222,C9H12O,136.191,21638,0.0,NCGC00165987-03,OCCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b17f90>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,C6H13NO3S,179.2373,26440,0.0,NCGC00164556-02,N[C@@H](CSCCCO)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e0b0>,,0.0,,,,,,,,,
2224,C8H17NO5,207.2243,3323,0.0,NCGC00270540-02,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e190>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,C11H13NO2,191.2264,26404,0.0,NCGC00164510-02,O=C(/C=C/c1ccccc1)NCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e270>,,0.0,,,,,,,,,
2226,C12H13N3O4,263.2493,20726,0.0,NCGC00164265-02,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e350>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,C8H10O2,138.1638,1976,0.0,NCGC00090731-08,OCCOc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e430>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,C14H30O2,230.3868,5218,1.0,NCGC00274074-01,CCCCCCCCCCCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e510>,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,C21H25N3O2S,383.5071,3546,0.0,NCGC00095911-06,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e5f0>,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2230,C4H10O2S,122.186,6878,0.0,NCGC00095074-05,OCCSCCO,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e6d0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,C7H7O6P,218.1006,25394,0.0,NCGC00016668-06,O=C(O)c1ccccc1OP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e7b0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,C16H15N2O6P,362.2739,24299,0.0,NCGC00249894-01,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e890>,,0.0,,,,,,,,,
2233,C5H15N2O3PS,214.223,2585,0.0,NCGC00015073-05,NCCCNCCSP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1e970>,,0.0,,,,,,,,,
2234,C14H12O6S,308.3065,22436,0.0,NCGC00159404-04,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1ea50>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,C14H14N2O6S2,370.4008,4926,0.0,NCGC00164487-02,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1eb30>,,0.0,,,,,,,,,
2236,C6H13NO3S,179.2373,21809,0.0,NCGC00165999-03,O=S(=O)(O)NC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1ec10>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,C14H19NO4S,297.37,26195,0.0,NCGC00160503-02,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1ecf0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,C12H15NO3S,253.3174,26107,0.0,NCGC00160361-02,COc1cc(C(=S)N2CCOCC2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1edd0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,C7H10N2O2S,186.2315,2736,0.0,NCGC00016760-08,CCOC(=O)n1ccn(C)c1=S,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1eeb0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,C7H10N2OS,170.2321,1209,0.0,NCGC00016229-14,CCCc1cc(=O)[nH]c(=S)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fad08b1ef90>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2241,C4H6N2S,114.1688,820,1.0,NCGC00094721-07,Cn1cc[nH]c1=S,<rdkit.Chem.rdchem.Mol object at 0x7face82640b0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,C6H5ClS,144.6219,31577,0.0,NCGC00253651-01,Sc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7face8264190>,,0.0,,,,,,,,,
2243,C11H16O,164.2441,212,,NCGC00259487-01,Cc1ccc(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7face8264270>,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2247,C23H26ClN,351.9122,25860,,NCGC00094891-01,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1.Cl,<rdkit.Chem.rdchem.Mol object at 0x7face82645f0>,0.0,,,,,1.0,,,,,0.0
2248,C28H34Cl2F2N2O,523.4852,22570,,NCGC00015300-05,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face82646d0>,0.0,,,0.0,0.0,,,,,,
2249,C6H5ClHgO,329.1463,22224,,NCGC00181158-01,Oc1ccccc1[Hg]Cl,<rdkit.Chem.rdchem.Mol object at 0x7face8264820>,0.0,,,1.0,,,,,,,1.0
2250,C17H36N2O,284.4805,24913,,NCGC00256156-01,CCCCCCCCCCCC(=O)NCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7face8264900>,0.0,,,,0.0,,,,,0.0,
2251,C27H33Cl2N5O4,562.488,28977,,NCGC00241107-01,CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7face82649e0>,0.0,,,,,1.0,,,1.0,,
2252,C27H54F6N2O4S2,648.8491,27902,,NCGC00258157-01,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7face8264b30>,0.0,0.0,,,,,,,,,0.0
2254,C16H19N3O5S,365.4042,17044,,NCGC00094586-01,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7face8264d60>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,C21H38BrN,384.4371,28624,,NCGC00164245-02,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],<rdkit.Chem.rdchem.Mol object at 0x7face8264e40>,0.0,,1.0,0.0,,1.0,,,,,
2256,C25H46ClN,396.0924,21665,,NCGC00255704-01,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x7face8264f20>,0.0,,,0.0,0.0,1.0,,,,,
2258,C4H6HgO4,318.678,22123,1.0,NCGC00255964-01,CC(=O)[O-].CC(=O)[O-].[Hg+2],<rdkit.Chem.rdchem.Mol object at 0x7face826c190>,0.0,,,1.0,,,,,,,
2259,C23H23IN2S2,518.4766,2955,,NCGC00181104-01,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],<rdkit.Chem.rdchem.Mol object at 0x7face826c270>,0.0,,,,,1.0,,0.0,,,
2260,C13H17F3N4O4,350.2937,14210,,NCGC00254602-01,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7face826c3c0>,0.0,,,,,1.0,,,,0.0,
2261,C28H39NO3S,469.6792,26858,,NCGC00181122-01,CCCCCCCCCCCC[n+]1ccc2ccccc2c1.Cc1ccc(S(=O)(=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7face826c510>,0.0,,,0.0,,1.0,,,,,
2263,C26H30ClN3O6,515.9859,26992,,NCGC00256289-01,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl,<rdkit.Chem.rdchem.Mol object at 0x7face826c740>,0.0,,,0.0,,,,,0.0,,
2264,C21H27BrClFN2O2S,505.8717,27381,,NCGC00254244-01,CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br.Cl,<rdkit.Chem.rdchem.Mol object at 0x7face826c820>,0.0,,,,,,,,,0.0,1.0
2265,C22H31Cl2N7O5,544.4314,25861,,NCGC00094893-01,COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1.Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x7face826c970>,0.0,,,0.0,,,,,1.0,,
2266,C9H8Cl3NO2S,300.5893,243,1.0,NCGC00254676-01,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7face826ca50>,0.0,1.0,,0.0,0.0,1.0,,0.0,1.0,0.0,0.0
2267,C30H35NO3,457.6038,26844,,NCGC00181100-01,COc1ccc2c(c1)OC(C)(C)[C@@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face826cb30>,0.0,,,,0.0,,0.0,,,,
2268,C12H11N7,253.2626,1373,,NCGC00016016-10,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,<rdkit.Chem.rdchem.Mol object at 0x7face826cc10>,0.0,,,,1.0,0.0,1.0,,1.0,1.0,
2269,C10H7NO2,173.1681,21274,1.0,NCGC00254580-01,O=C1C=CC(=O)N1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7face826ccf0>,0.0,,,,0.0,,,,,,
2270,C44H32N4O4,680.7493,28545,,NCGC00183015-01,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc(c(-c5cccc(O)c5)c5ccc2[nH]5)CC4)C=C3)c1,<rdkit.Chem.rdchem.Mol object at 0x7face826cdd0>,0.0,,,0.0,1.0,,,0.0,,0.0,
2271,C27H50ClN,424.1456,5139,,NCGC00257973-01,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x7face826ceb0>,0.0,,,,0.0,1.0,,,,,
2272,C14H6N2O8,330.206,5076,,NCGC00258279-01,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x7face826cf90>,0.0,1.0,,,,1.0,,,,,
2273,C56H81NO15,1008.24,14566,,NCGC00254691-01,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H]([NH2+]C)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.O=C([O-])c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7face8270120>,0.0,,,,0.0,1.0,,,,,
2274,C20H8Br4O5,647.8905,24590,,NCGC00255782-01,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,<rdkit.Chem.rdchem.Mol object at 0x7face8270200>,0.0,,0.0,,0.0,,,,,0.0,
2275,C15H24O,220.3505,21502,,NCGC00255488-01,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7face8270350>,0.0,,,,0.0,1.0,,,,,
2276,C26H38O2,382.5787,9602,1.0,NCGC00258303-01,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7face8270430>,0.0,,,,,1.0,,,,,
2277,C25H36O2,368.5521,18864,,NCGC00257360-01,CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7face8270580>,0.0,,,,0.0,1.0,,,,,
2278,C22H30O2S,358.5374,1341,1.0,NCGC00258575-01,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7face82706d0>,0.0,,,,,1.0,,,,,
2279,C18H24N2,268.3966,5114,,NCGC00258444-01,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face82707b0>,0.0,,,0.0,,,,,,0.0,
2280,C20H28O,284.4357,5998,,NCGC00258558-01,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7face8270890>,0.0,,,1.0,0.0,,,,,,
2281,C26H33NO2,391.5457,12005,,NCGC00258542-01,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Nc2ccc(O)cc2)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7face8270970>,0.0,,,0.0,0.0,1.0,,,,,0.0
2282,C21H26O2,310.4299,28922,,NCGC00168261-01,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,<rdkit.Chem.rdchem.Mol object at 0x7face8270ac0>,0.0,,,,1.0,1.0,,,,,
2283,C25H24F6N4,494.4753,3868,,NCGC00257010-01,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,<rdkit.Chem.rdchem.Mol object at 0x7face8270ba0>,0.0,,,,1.0,,1.0,,,,
2285,C20H24ClN,313.8643,24507,,NCGC00254894-01,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,<rdkit.Chem.rdchem.Mol object at 0x7face8270dd0>,0.0,,,,0.0,,,,,0.0,
2286,C27H32ClNO2,438.0015,26507,,NCGC00165907-02,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face8270eb0>,0.0,,,0.0,,,,,,,0.0
2287,C28H29F2N3O,461.5462,3474,,NCGC00255294-01,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7face8275040>,0.0,,0.0,0.0,0.0,,,0.0,,,
2289,C26H21N3O4,439.4626,26778,,NCGC00168772-01,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,<rdkit.Chem.rdchem.Mol object at 0x7face8275270>,0.0,,1.0,,,1.0,,,1.0,,
2292,C22H20BrN5O4,498.3293,28493,,NCGC00257257-01,CN1C(=O)N(c2ccccc2Br)Cc2cnc(Nc3ccc4c(c3)OCC(CO)O4)nc21,<rdkit.Chem.rdchem.Mol object at 0x7face8275580>,0.0,,,,,,,,1.0,,0.0
2293,C56H92O29,1229.3123,5065,,NCGC00260056-01,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,<rdkit.Chem.rdchem.Mol object at 0x7face82756d0>,0.0,,,1.0,,,,,,1.0,
2294,C20H34AuO9PS,678.4839,115,,NCGC00160391-01,CCP(CC)(CC)=[Au]S[C@H]1O[C@@H](COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7face82757b0>,0.0,,,1.0,,,,,,1.0,
2295,C37H53NO8,639.8186,17577,,NCGC00182083-02,CO/N=C1/C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,<rdkit.Chem.rdchem.Mol object at 0x7face8275890>,1.0,,0.0,,0.0,1.0,,,,0.0,1.0
2296,C27H34N2O4S,482.6349,28626,,NCGC00166123-01,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)([O-])O,<rdkit.Chem.rdchem.Mol object at 0x7face8275970>,0.0,,,,,1.0,,,,1.0,
2297,C26H38Cl2N10O4,625.5505,12345,,NCGC00255277-01,CC(=O)O.CC(=O)O.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face8275a50>,0.0,1.0,,0.0,,,,,,,
2298,C7HCl2F3N2O4,304.995,24639,,NCGC00256855-01,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,<rdkit.Chem.rdchem.Mol object at 0x7face8275b30>,0.0,,,,0.0,,,,,,0.0
2299,C18H24N2O6,364.393,20352,,NCGC00255514-01,C/C=C/C(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7face8275c80>,0.0,,,,0.0,1.0,,,,,
2301,C16H35NO2,273.4546,22090,,NCGC00255856-01,CCCCCCCCCCCCN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7face8275eb0>,0.0,,,0.0,0.0,,,,,,
2302,C20H39ClN2,342.9901,27899,,NCGC00258154-01,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x7face8275f90>,0.0,1.0,1.0,,0.0,,,,,,
2304,C14H24N2,220.3538,4956,1.0,NCGC00257925-01,CCC(C)Nc1ccc(NC(C)CC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7face827a200>,0.0,,,,,1.0,,,,,
2305,C13H8Cl2N2O4,327.1196,20362,,NCGC00254654-01,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7face827a2e0>,0.0,,,0.0,1.0,1.0,,,1.0,,
2306,C32H46O7,542.7034,14742,1.0,NCGC00254847-01,CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,<rdkit.Chem.rdchem.Mol object at 0x7face827a3c0>,0.0,,,,0.0,,,,,,
2310,C2H4O,44.0526,2,,NCGC00260028-01,CC=O,<rdkit.Chem.rdchem.Mol object at 0x7face827a740>,0.0,,1.0,,,1.0,,,,0.0,
